C:G	2	H_e/H_ie	trans-W/W	2
C:G	2	H_e/H_ie	trans-W/W	1
C:G	2	H_e/H_ie	NA	1
C:G	2	H_e/H_ie	cis-W/W	3
C:G	2	H_e/H_e	cis-W/W	4
C:A	2	H_qe/H	cis-W/W	3
C:A	2	H_i/H	trans-W/W	1
C:A	2	H_ie/H_ie	NA	3
C:A	2	H/H	trans-W/W	2
C:A	2	H/H_qe	cis-W/W	1
C:A	2	H/H	cis-W/W	3
C:A	2	H_e/H_ie	NA	2
C:A	2	H_e/H_e	trans-W/W	1
A:U	2	H_qe/H	trans-H/W	3
A:U	2	H_qe/H_qe	NA	1
A:U	2	H_qe/H_qe	cis-W/W	2
A:U	2	H_qe/H	NA	3
A:U	2	H_qe/H_i	cis-H/W	2
A:U	2	H_qe/H	cis-W/W	2
A:U	2	H_i/H	trans-H/W	3
A:U	2	H_i/H_qe	cis-H/S	3
A:U	2	H_i/H	NA	3
A:U	2	H_i/H_i	trans-H/W	1
A:U	2	H_i/H_i	cis-H/W	3
A:U	2	H/H_qe	cis-W/W	3
A:U	2	H/H	NA	2
A:U	2	H/H_i	NA	2
A:U	2	H/H	cis-W/W	3
A:U	2	H/H	cis-H/W	2
A:U	2	H_e/H_ie	trans-W/W	3
A:U	2	H_e/H_ie	cis-S/W	3
A:U	2	H_e/H_e	NA	2
A:OMC	2	H/H_i	trans-H/W	1
A:G	2	H_qe/H	trans-H/S	4
A:G	2	H_qe/H	NA	4
A:G	2	H_i/H_qe	trans-H/S	3
A:G	2	H_i/H_qe	NA	1
A:G	2	H_i/H	NA	3
A:G	2	H_i/H_i	trans-H/S	2
A:G	2	H_i/H	cis-W/.	1
A:G	2	H_ie/H_ie	trans-H/S	2
A:G	2	H_ie/H_e	trans-H/S	3
A:G	2	H_ie/H_e	NA	3
A:G	2	H/H	NA	3
A:G	2	H_e/H_e	trans-H/S	3
A:G	2	H_e/H_e	cis-S/S	3
A:C	2	H_qe/H	trans-W/S	2
A:C	2	H_qe/H_qe	NA	2
A:C	2	H_qe/H_i	cis-W/W	1
A:C	2	H_i/H_qe	cis-S/W	3
A:C	2	H_ie/H_ie	cis-H/S	1
A:C	2	H_ie/H_e	cis-S/W	3
A:C	2	H/H_qe	trans-H/W	4
A:C	2	H/H	NA	3
A:C	2	H_e/H_e	NA	1
A:A	2	H_qe/H	trans-W/W	1
A:A	2	H_qe/H	trans-S/H	2
A:A	2	H_qe/H	trans-H/S	2
A:A	2	H_qe/H_qe	trans-W/H	1
A:A	2	H_qe/H_qe	cis-S/W	2
A:A	2	H_qe/H	NA	2
A:A	2	H_qe/H_i	trans-H/W	2
A:A	2	H_qe/H_i	cis-S/H	3
A:A	2	H_qe/H_i	cis-H/S	1
A:A	2	H_i/H_qe	trans-W/H	2
A:A	2	H_i/H_qe	trans-H/H	3
A:A	2	H/H	trans-W/H	2
A:A	2	H/H	trans-W/H	1
A:A	2	H/H	trans-H/H	4
A:A	2	H/H_qe	NA	3
A:A	2	H/H	NA	1
A:A	2	H_e/H_e	trans-W/H	1
A:A	2	H_e/H_e	trans-H/W	2
A:A	2	H_e/H_e	trans-H/W	1
5MU:G	2	H/H_i	trans-W/H	3
5MU:1MA	2	H/H_i	trans-W/H	1
5MC:G	2	H/H	cis-W/W	2
5BU:G	2	H_qe/H_qe	cis-W/W	2
5BU:G	2	H/H	cis-W/W	3
XUG:C	1	H/H	cis-W/W	2
U:U	1	H_qe/H_qe	cis-W/H	1
U:U	1	H_qe/H_i	NA	1
U:U	1	H_qe/H_i	cis-W/H	2
U:U	1	H_qe/H_i	cis-W/H	1
U:U	1	H_qe/H	cis-W/W	3
U:U	1	H_qe/H	cis-W/W	1
U:U	1	H_i/H_i	cis-W/H	1
U:U	1	H_i/H	cis-W/H	1
U:U	1	H/H_qe	cis-W/W	4
U:U	1	H/H_qe	cis-W/W	3
U:U	1	H/H	NA	3
U:U	1	H/H	cis-W/W	4
U:N6G	1	H_qe/H	trans-H/S	1
U:MTU	1	H_ie/H_e	trans-H/S	1
U:I	1	H/H	cis-W/W	3
U:GDP	1	H_e/H_e	cis-W/W	2
U:G	1	H_qe/H	trans-W/S	1
U:G	1	H_qe/H_qe	NA	2
U:G	1	H_qe/H_qe	cis-W/W	4
U:G	1	H_qe/H_i	cis-W/S	5
U:G	1	H_qe/H_i	cis-W/S	4
U:G	1	H_ie/H_ie	trans-S/W	1
U:G	1	H_ie/H_ie	NA	2
U:G	1	H_ie/H_ie	NA	1
U:G	1	H_ie/H_ie	cis-W/W	3
U:G	1	H/H	trans-W/W	1
U:G	1	H/H_qe	NA	1
U:G	1	H/H_qe	cis-W/W	4
U:G	1	H/H_i	NA	2
U:G	1	H/H	cis-W/W	1
U:G	1	H/H	cis-W/H	3
U:G	1	H_e/H_ie	trans-S/H	2
U:G	1	H_e/H_ie	NA	3
U:G	1	H_e/H_e	NA	3
U:G	1	H_e/H_e	cis-W/W	4
U:C	1	H_i/H	NA	4
U:C	1	H_i/H	NA	3
U:C	1	H_i/H	NA	1
U:C	1	H_ie/H_e	NA	1
U:C	1	H/H	trans-S/H	2
U:C	1	H/H	cis-W/W	3
U:C	1	H/H	cis-W/H	2
U:C	1	H_e/H_ie	NA	3
U:C	1	H_e/H_e	trans-W/W	1
U:C	1	H_e/H_e	trans-S/H	2
U:C	1	H_e/H_e	NA	2
U:A	1	H_qe/H_qe	trans-W/H	1
U:A	1	H_qe/H_qe	NA	2
U:A	1	H_qe/H	NA	1
U:A	1	H_qe/H_i	cis-S/H	2
U:A	1	H_qe/H	cis-S/W	2
U:A	1	H_i/H_qe	trans-W/H	3
U:A	1	H_i/H_qe	trans-W/H	2
U:A	1	H_i/H_qe	cis-W/H	2
U:A	1	H_i/H_i	cis-W/H	4
U:A	1	H_i/H_i	cis-W/H	3
U:A	1	H_ie/H_ie	cis-W/H	2
U:A	1	H_ie/H_e	cis-W/W	1
U:A	1	H/H_qe	NA	1
U:A	1	H/H_qe	cis-W/W	3
U:A	1	H/H_qe	cis-W/W	2
U:A	1	H/H_i	trans-W/H	4
U:A	1	H/H_i	NA	3
U:A	1	H/H_i	NA	2
U:A	1	H/H_i	cis-W/W	2
U:A	1	H_e/H_ie	trans-W/H	1
U:A	1	H_e/H_ie	trans-S/S	6
U:A	1	H_e/H_ie	trans-S/S	3
U:A	1	H_e/H_e	NA	2
U2N:A	1	H_qe/H_qe	trans-W/H	1
SAM:57	1	H_i/H	NA	2
PSU:OMG	1	H_e/H_ie	trans-S/W	2
PSU:G	1	H_qe/H_i	trans-S/W	3
PSU:G	1	H_ie/H_ie	trans-S/W	3
PSU:G	1	H/H_qe	cis-W/W	4
PSU:G	1	H_e/H_ie	trans-S/W	1
PSU:A	1	H/H	cis-W/W	2
PSU:A	1	H/H	cis-W/W	1
OMC:A	1	H_e/H_e	cis-W/W	1
MTU:A	1	H_qe/H	cis-W/W	3
M2G:A	1	H/H_qe	cis-W/W	1
LHU:LG	1	H/H	cis-W/W	3
LHU:LG	1	H/H	cis-W/W	2
LG:LHU	1	H/H	cis-W/W	3
LG:LHU	1	H/H	cis-W/W	2
I:I	1	H_qe/H_qe	cis-H/W	1
I:C	1	H/H	cis-X/X	3
I:C	1	H/H	cis-X/X	2
HPA:74	1	H_i/H_qe	NA	2
H2U:U	1	H_e/H_ie	trans-W/W	3
H2U:U	1	H_e/H_ie	NA	3
G:U	1	H_qe/H_qe	trans-./H	1
G:U	1	H_qe/H	NA	2
G:U	1	H_qe/H	cis-W/W	1
G:U	1	H_i/H_qe	NA	1
G:U	1	H_i/H_qe	cis-S/H	2
G:U	1	H_ie/H_e	cis-S/H	3
G:U	1	H/H	trans-W/W	2
G:U	1	H/H	trans-W/H	1
G:U	1	H/H_qe	NA	3
G:U	1	H/H_qe	NA	1
G:U	1	H/H	NA	3
G:U	1	H/H	NA	2
G:U	1	H/H_i	cis-W/S	3
G:U	1	H/H	cis-H/W	1
G:U	1	H_e/H_ie	trans-W/W	2
G:U	1	H_e/H_ie	NA	4
G:U	1	H_e/H_e	NA	1
G:PSU	1	H_qe/H	cis-W/W	4
G:PSU	1	H_qe/H	cis-W/W	3
G:PSU	1	H_qe/H	cis-W/W	2
G:G	1	H_qe/H	trans-W/H	3
G:G	1	H_qe/H_qe	trans-W/W	1
G:G	1	H_qe/H_qe	trans-W/H	4
G:G	1	H_qe/H_qe	NA	3
G:G	1	H_qe/H_qe	cis-W/W	2
G:G	1	H_qe/H_qe	cis-W/W	1
G:G	1	H_qe/H_qe	cis-W/H	3
G:G	1	H_qe/H_qe	cis-H/W	3
G:G	1	H_qe/H_qe	cis-H/W	1
G:G	1	H_qe/H	NA	2
G:G	1	H_qe/H_i	cis-H/W	3
G:G	1	H_i/H_qe	trans-W/W	2
G:G	1	H_i/H_qe	NA	2
G:G	1	H_i/H_qe	cis-W/H	4
G:G	1	H_i/H_qe	cis-W/H	3
G:G	1	H_i/H_qe	cis-S/H	2
G:G	1	H_i/H_i	cis-W/H	2
G:G	1	H_i/H_i	cis-H/W	2
G:G	1	H_i/H	cis-W/H	3
G:G	1	H_ie/H_ie	trans-S/S	3
G:G	1	H_ie/H_ie	cis-W/H	2
G:G	1	H/H	trans-H/W	2
G:G	1	H/H_qe	trans-W/W	2
G:G	1	H/H_qe	trans-W/H	2
G:G	1	H/H_qe	NA	3
G:G	1	H/H_qe	cis-W/H	4
G:G	1	H/H_qe	cis-S/W	2
G:G	1	H/H	cis-W/W	3
G:G	1	H/H	cis-W/H	3
G:G	1	H_e/H_e	trans-W/H	2
G:G	1	H_e/H_e	trans-S/H	1
G:CSL	1	H/H	cis-W/W	2
G:C	1	H_qe/H_qe	NA	3
G:C	1	H_qe/H_qe	NA	1
G:C	1	H_qe/H	cis-W/.	1
G:C	1	H_i/H_qe	cis-W/W	2
G:C	1	H_i/H_i	NA	3
G:C	1	H_i/H_i	NA	2
G:C	1	H_i/H_i	cis-W/W	1
G:C	1	H_i/H	cis-W/W	2
G:C	1	H_ie/H_ie	NA	3
G:C	1	H_ie/H_e	NA	4
G:C	1	H_ie/H_e	NA	2
G:C	1	H_ie/H_e	cis-W/W	3
G:C	1	H/H_qe	NA	2
G:C	1	H/H_i	cis-W/W	3
G:C	1	H_e/H_ie	NA	4
G:C	1	H_e/H_e	NA	1
G:A	1	H_qe/H_qe	cis-W/W	1
G:A	1	H_qe/H_qe	cis-H/H	1
G:A	1	H_qe/H	NA	1
G:A	1	H_qe/H_i	trans-S/H	2
G:A	1	H_qe/H_i	NA	3
G:A	1	H_i/H	trans-S/H	3
G:A	1	H_i/H_qe	trans-S/H	3
G:A	1	H_i/H_qe	trans-S/H	2
G:A	1	H_i/H_qe	NA	2
G:A	1	H_ie/H_ie	trans-W/H	3
G:A	1	H_ie/H_e	trans-W/H	2
G:A	1	H/H_qe	trans-S/H	1
G:A	1	H/H_i	trans-S/H	2
G:A	1	H/H_i	NA	1
G:A	1	H_e/H_e	NA	4
G:A	1	H_e/H_e	cis-W/W	1
G:5BU	1	H_i/H_i	cis-W/W	2
G:5BU	1	H/H	cis-W/W	4
G:5BU	1	H_e/H_e	cis-W/W	3
G:2AD	1	H_qe/H_i	trans-S/S	2
DU:G	1	H_qe/H	trans-H/S	1
DC:A	1	H/H	cis-W/W	1
DA:A	1	H_qe/H_i	trans-S/H	1
C:I	1	H/H	cis-X/X	3
C:I	1	H/H	cis-X/X	2
C:G	1	H_qe/H_qe	trans-W/W	2
C:G	1	H_qe/H_qe	cis-W/H	2
C:G	1	H_qe/H	NA	1
C:G	1	H_qe/H_i	cis-W/W	2
C:G	1	H_qe/H	cis-W/W	4
C:G	1	H_i/H_qe	cis-W/W	2
C:G	1	H_i/H	cis-W/W	3
C:G	1	H_ie/H_ie	trans-W/W	3
C:G	1	H_ie/H_ie	trans-W/W	1
C:G	1	H_ie/H_e	cis-W/W	1
C:G	1	H/H	NA	1
C:G	1	H/H_i	trans-W/S	2
C:G	1	H/H_i	NA	3
C:G	1	H/H	cis-S/W	2
C:G	1	H_e/H_ie	trans-W/W	4
C:G	1	H_e/H_ie	NA	2
C:G	1	H_e/H_e	NA	2
C:C	1	H_qe/H_qe	NA	1
C:C	1	H_qe/H	NA	2
C:C	1	H_qe/H_i	NA	4
C:C	1	H_i/H_qe	cis-S/H	1
C:C	1	H_ie/H_ie	cis-W/W	1
C:C	1	H/H_i	cis-H/W	1
C:C	1	H_e/H_ie	trans-W/W	3
C:C	1	H_e/H_ie	NA	3
C:A	1	H_qe/H_qe	trans-S/W	1
C:A	1	H_qe/H_qe	trans-S/H	2
C:A	1	H_i/H_qe	NA	3
C:A	1	H_i/H_qe	NA	1
C:A	1	H_i/H_qe	cis-S/H	2
C:A	1	H_i/H_i	trans-W/H	3
C:A	1	H_ie/H_e	NA	3
C:A	1	H_ie/H_e	NA	1
C:A	1	H/H	trans-W/H	3
C:A	1	H/H	trans-S/W	2
C:A	1	H/H	trans-S/.	1
C:A	1	H/H_qe	NA	1
C:A	1	H/H	cis-W/W	4
C:A	1	H_e/H_ie	NA	3
C:A	1	H_e/H_ie	cis-S/W	1
C:A	1	H_e/H_e	trans-W/H	3
C:A	1	H_e/H_e	trans-W/.	1
C:A	1	H_e/H_e	trans-S/.	1
C:A	1	H_e/H_e	cis-W/W	2
C:A	1	H_e/H_e	cis-W/H	2
C:A	1	H_e/H_e	cis-S/W	1
AVC:A	1	H_qe/H_qe	trans-S/H	3
AVC:A	1	H_qe/H_qe	trans-S/H	1
A:U	1	H_qe/H_qe	trans-W/W	1
A:U	1	H_qe/H_qe	trans-H/W	3
A:U	1	H_qe/H_qe	cis-W/S	2
A:U	1	H_qe/H_i	trans-H/W	3
A:U	1	H_i/H	trans-H/W	1
A:U	1	H_i/H_qe	cis-W/W	2
A:U	1	H_i/H_qe	cis-H/W	2
A:U	1	H_i/H_i	trans-H/W	4
A:U	1	H_i/H_i	cis-W/H	1
A:U	1	H_ie/H_ie	NA	1
A:U	1	H/H_qe	trans-H/W	4
A:U	1	H/H_qe	trans-H/W	1
A:U	1	H/H_i	cis-H/W	4
A:U	1	H_e/H_ie	trans-H/S	1
A:U	1	H_e/H_e	trans-H/W	2
A:U	1	H_e/H_e	trans-H/W	1
A:U	1	H_e/H_e	cis-W/W	2
A:PSU	1	H/H	cis-W/W	2
A:PSU	1	H/H	cis-W/H	2
A:OMC	1	H_qe/H	trans-W/S	1
A:M2G	1	H_qe/H_qe	cis-W/W	2
A:M2G	1	H_qe/H	NA	3
A:M2G	1	H_qe/H	NA	1
A:M2G	1	H_qe/H	cis-W/W	3
A:M2G	1	H_qe/H	cis-W/W	1
A:G	1	H_i/H	trans-W/S	1
A:G	1	H_i/H_qe	trans-W/S	1
A:G	1	H_i/H_qe	NA	2
A:G	1	H_i/H	NA	2
A:G	1	H_i/H_i	NA	3
A:G	1	H_i/H_i	NA	2
A:G	1	H_ie/H_ie	NA	1
A:G	1	H/H_qe	trans-H/S	1
A:G	1	H/H	NA	4
A:G	1	H/H	NA	2
A:G	1	H/H	NA	1
A:G	1	H/H_i	trans-W/S	1
A:G	1	H/H	cis-W/H	2
A:G	1	H/H	cis-W/H	1
A:G	1	H_e/H_e	trans-H/S	2
A:C	1	H_qe/H_qe	trans-H/S	2
A:C	1	H_qe/H_qe	cis-W/W	2
A:C	1	H_qe/H_i	NA	3
A:C	1	H_i/H_qe	cis-S/W	2
A:C	1	H_i/H	cis-S/W	2
A:C	1	H_ie/H_e	cis-W/S	2
A:C	1	H/H	trans-./S	1
A:C	1	H/H	trans-H/W	4
A:C	1	H/H_qe	NA	1
A:C	1	H/H	NA	2
A:C	1	H/H	cis-W/W	4
A:C	1	H_e/H_ie	NA	3
A:C	1	H_e/H_e	cis-W/W	2
A:A5M	1	H/H	cis-W/W	2
A:A	1	H_qe/H	trans-W/H	1
A:A	1	H_qe/H	trans-S/.	1
A:A	1	H_qe/H_qe	trans-W/H	2
A:A	1	H_qe/H_qe	trans-H/W	2
A:A	1	H_qe/H_qe	trans-H/W	1
A:A	1	H_qe/H_qe	cis-H/H	1
A:A	1	H_qe/H_i	trans-S/H	1
A:A	1	H_qe/H_i	cis-S/H	4
A:A	1	H_qe/H	cis-H/W	2
A:A	1	H_qe/H	cis-H/W	1
A:A	1	H_ie/H_ie	NA	1
A:A	1	H_ie/H_e	NA	2
A:A	1	H_ie/H_e	cis-S/H	1
A:A	1	H/H	trans-H/S	3
A:A	1	H/H	trans-H/H	2
A:A	1	H/H_qe	trans-W/H	2
A:A	1	H/H_qe	trans-H/H	4
A:A	1	H/H_qe	cis-W/S	1
A:A	1	H/H_i	trans-W/W	1
A:A	1	H/H_i	trans-W/H	2
A:A	1	H/H	cis-W/W	2
A:A	1	H_e/H_ie	NA	3
A:A	1	H_e/H_e	trans-S/H	2
A:A	1	H_e/H_e	trans-H/H	3
A:A	1	H_e/H_e	trans-H/H	1
A:A	1	H_e/H_e	NA	2
A5M:A	1	H/H	cis-W/W	2
A:5BU	1	H/H	cis-H/W	2
A2M:A	1	H_qe/H_qe	trans-W/H	1
A2M:A	1	H_qe/H_qe	trans-S/H	1
A2M:A	1	H_qe/H_i	trans-S/H	1
A:1MA	1	H/H_i	trans-W/H	2
6AP:74	1	H_i/H_qe	NA	3
5MU:MAD	1	H/H_i	trans-W/H	1
5MU:A	1	H_e/H_ie	trans-W/H	3
5MU:A	1	H_e/H_ie	trans-W/H	2
5MC:G	1	H_qe/H	cis-W/W	2
5BU:G	1	H_i/H_i	cis-W/W	2
5BU:G	1	H/H	cis-W/W	2
5BU:A	1	H_i/H_qe	cis-W/H	4
5BU:A	1	H/H	cis-W/H	2
5BU:5BU	1	H/H	cis-W/W	2
5BU:5BU	1	H/H	cis-W/W	1
3DA:A	1	H_qe/H_qe	trans-S/H	1
3AY:U	1	H_i/H_qe	NA	3
