     48,U:A,H/H_i,trans-W/S,2
     26,A:G,H_i/H_qe,trans-W/S,2
     19,C:U,H/H,trans-W/S,1
     11,A:A,H/H,trans-W/S,2
      9,U:A,H/H_i,trans-W/S,1
      9,A:U,H_qe/H,trans-W/S,1
      8,C:A,H/H,trans-W/S,1
      7,C:C,H/H,trans-W/S,2
      7,C:A,H/H,trans-W/S,2
      7,A:C,H_qe/H,trans-W/S,1
      6,G:A,H_e/H_e,trans-W/S,3
      5,A:G,H_i/H,trans-W/S,1
      4,C:C,H_qe/H_qe,trans-W/S,1
      4,A:G,H_i/H_qe,trans-W/S,1
      3,A:OMC,H_qe/H,trans-W/S,1
      2,U:A,H/H_i,trans-W/S,3
      2,C:G,H_i/H_qe,trans-W/S,2
      2,A:G,H_ie/H_ie,trans-W/S,1
      2,A:C,H_qe/H,trans-W/S,2
      2,A:A,H_ie/H_ie,trans-W/S,2
      1,U:U,H_i/H,trans-W/S,2
      1,U:G,H_qe/H,trans-W/S,1
      1,U:G,H_i/H_i,trans-W/S,1
      1,U:G,H_ie/H_ie,trans-W/S,2
      1,G:G,H_qe/H,trans-W/S,1
      1,G:A,H_qe/H_qe,trans-W/S,2
      1,C:G,H_i/H_qe,trans-W/S,1
      1,C:G,H/H_i,trans-W/S,2
      1,A:G,H_qe/H_i,trans-W/S,3
      1,A:G,H/H_i,trans-W/S,1
      1,A:C,H_i/H,trans-W/S,3
      1,A:A,H_ie/H_ie,trans-W/S,1
