     62,G:A,H_qe/H_qe,cis-H/W,1
     45,A:U,H_i/H_i,cis-H/W,2
     37,A:U,H_ie/H_ie,cis-H/W,2
     35,A:U,H/H_i,cis-H/W,2
     25,A:U,H/H_i,cis-H/W,3
     16,G:G,H/H,cis-H/W,2
     12,C:G,H/H_qe,cis-H/W,1
      6,G:G,H_ie/H_e,cis-H/W,2
      6,G:G,H/H,cis-H/W,3
      6,A:U,H_ie/H_e,cis-H/W,3
      5,A:U,H_ie/H_e,cis-H/W,2
      5,A:U,H/H_i,cis-H/W,4
      4,G:G,H/H_i,cis-H/W,2
      4,G:A,H_qe/H,cis-H/W,2
      4,A:U,H_qe/H_i,cis-H/W,2
      3,G:G,H_qe/H_i,cis-H/W,1
      3,G:C,H/H,cis-H/W,2
      3,C:G,H_qe/H_qe,cis-H/W,1
      3,A:U,H_ie/H_ie,cis-H/W,3
      2,U:U,H_qe/H_qe,cis-H/W,1
      2,U:G,H_e/H_ie,cis-H/W,2
      2,G:U,H/H,cis-H/W,2
      2,G:G,H_qe/H_qe,cis-H/W,2
      2,G:G,H/H_i,cis-H/W,3
      2,G:G,H_e/H_e,cis-H/W,2
      2,G:A,H/H,cis-H/W,2
      2,C:G,H/H_qe,cis-H/W,3
      2,A:U,H_i/H_i,cis-H/W,3
      2,A:U,H/H_i,cis-H/W,1
      2,A:U,H/H,cis-H/W,2
      2,A:G,H/H,cis-H/W,3
      1,I:I,H_qe/H_qe,cis-H/W,1
      1,G:U,H_i/H_qe,cis-H/W,1
      1,G:U,H/H,cis-H/W,1
      1,G:G,H_qe/H_qe,cis-H/W,3
      1,G:G,H_qe/H_qe,cis-H/W,1
      1,G:G,H_qe/H_i,cis-H/W,3
      1,G:G,H_i/H_i,cis-H/W,2
      1,G:G,H/H,cis-H/W,1
      1,G:C,H_e/H_ie,cis-H/W,1
      1,G:C,H_e/H_e,cis-H/W,1
      1,C:G,H_qe/H_qe,cis-H/W,2
      1,C:C,H/H_i,cis-H/W,1
      1,C:C,H/H,cis-H/W,1
      1,A:U,H_qe/H_qe,cis-H/W,3
      1,A:U,H_qe/H,cis-H/W,1
      1,A:U,H_i/H_qe,cis-H/W,2
      1,A:U,H_i/H,cis-H/W,3
      1,A:U,H_e/H_ie,cis-H/W,3
      1,A:U,H_e/H_ie,cis-H/W,2
      1,A:C,H/H_qe,cis-H/W,2
      1,A:C,H_e/H_e,cis-H/W,3
      1,A:A,H_qe/H,cis-H/W,2
      1,A:A,H_qe/H,cis-H/W,1
      1,A:A,H_i/H_qe,cis-H/W,2
      1,A:5BU,H/H,cis-H/W,2
