    0.213   0.660   1.287 
    0.250   2.016   1.509 
    0.016   2.995   0.619 
    0.142   4.189   1.194 
    0.451   4.493   2.459 
    0.681   3.485   3.329 
    0.990   3.787   4.592 
    0.579   2.170   2.844 
    0.747   0.934   3.454 
    0.520   0.074   2.491 
