     36,G:A,H_qe/H_qe,cis-H/W,1
     33,A:U,H_i/H_i,cis-H/W,2
     32,A:U,H_ie/H_ie,cis-H/W,2
      7,A:U,H/H_i,cis-H/W,2
      4,C:G,H/H_qe,cis-H/W,1
      3,G:G,H/H,cis-H/W,2
      3,G:C,H/H,cis-H/W,2
      3,A:U,H_ie/H_ie,cis-H/W,3
      3,A:U,H/H_i,cis-H/W,3
      2,U:U,H_qe/H_qe,cis-H/W,1
      2,G:U,H/H,cis-H/W,2
      2,G:G,H_qe/H_qe,cis-H/W,2
      2,G:A,H/H,cis-H/W,2
      2,C:G,H_qe/H_qe,cis-H/W,1
      2,A:U,H_qe/H_i,cis-H/W,2
      2,A:U,H_i/H_i,cis-H/W,3
      2,A:U,H/H,cis-H/W,2
      1,I:I,H_qe/H_qe,cis-H/W,1
      1,G:U,H/H,cis-H/W,1
      1,G:G,H_qe/H_qe,cis-H/W,3
      1,G:G,H_qe/H_qe,cis-H/W,1
      1,G:G,H_qe/H_i,cis-H/W,3
      1,G:G,H_i/H_i,cis-H/W,2
      1,C:C,H/H_i,cis-H/W,1
      1,A:U,H_i/H_qe,cis-H/W,2
      1,A:U,H/H_i,cis-H/W,4
      1,A:A,H_qe/H,cis-H/W,2
      1,A:A,H_qe/H,cis-H/W,1
      1,A:5BU,H/H,cis-H/W,2
