     57,U:G,H_e/H_ie,trans-S/W,2
     50,U:G,H_e/H_e,trans-S/W,2
     35,G:A,H_e/H_ie,trans-S/W,3
     15,PSU:G,H_e/H_ie,trans-S/W,2
     12,U:C,H_qe/H,trans-S/W,2
     11,U:G,H_e/H_ie,trans-S/W,3
     10,U:G,H_e/H_e,trans-S/W,3
      8,U:G,H_e/H_ie,trans-S/W,1
      4,PSU:G,H_e/H_ie,trans-S/W,3
      3,U:A,H_e/H_e,trans-S/W,2
      3,G:A,H_e/H_ie,trans-S/W,2
      3,A:C,H/H_qe,trans-S/W,2
      3,A:C,H_e/H_e,trans-S/W,2
      2,U:C,H_e/H_e,trans-S/W,1
      2,PSU:G,H_qe/H_i,trans-S/W,2
      2,G:G,H/H_qe,trans-S/W,1
      2,G:C,H_qe/H_qe,trans-S/W,2
      2,G:A,H_ie/H_ie,trans-S/W,2
      1,U:G,H_ie/H_ie,trans-S/W,1
      1,PSU:OMG,H_e/H_ie,trans-S/W,2
      1,PSU:G,H_qe/H_i,trans-S/W,3
      1,PSU:G,H_ie/H_ie,trans-S/W,3
      1,PSU:G,H_e/H_ie,trans-S/W,1
      1,C:A,H_qe/H_qe,trans-S/W,1
      1,C:A,H/H,trans-S/W,2
