     71 U:G	H/H_qe
     92 U:G	H_e/H_e
    139 U:G	H_qe/H
    420 U:G	H/H
      1 U:GDP	H_e/H_e
      3 U:I	H/H
      1 U:N6G	H_qe/H
      1 U:U	H_i/H_i
      2 U:U	H_e/H_ie
      2 U:U	H_ie/H_e
      2 U:U	H_ie/H_ie
      3 U:U	H_qe/H_qe
     14 U:U	H_qe/H_i
     20 U:U	H_qe/H
     30 U:U	H_e/H_e
     34 U:U	H/H_qe
    105 U:U	H/H
