WC WC WC	13017	66.9599
non-WC non-WC non-WC	5263	27.073
non-WC NA non-WC	694	3.56996
WC NA WC	236	1.21399
WC WC non-WC	187	0.961934
WC NA non-WC	19	0.0977366
non-WC WC non-WC	13	0.0668724
WC non-WC non-WC	11	0.0565844
